game_id,league_id,team_id_home,pts_paint_home,pts_2nd_chance_home,pts_fb_home,largest_lead_home,lead_changes,times_tied,team_turnovers_home,total_turnovers_home,team_rebounds_home,pts_off_to_home,team_id_away,pts_paint_away,pts_2nd_chance_away,pts_fb_away,largest_lead_away,team_turnovers_away,total_turnovers_away,team_rebounds_away,pts_off_to_away
22000527,0,1610612744,46,7,13,1,1,0,0.0,20.0,9.0,22.0,1610612747,54,21,22,35,1.0,20.0,10.0,13.0
22000542,0,1610612747,50,10,5,2,12,3,0.0,12.0,8.0,12.0,1610612756,36,13,7,14,1.0,14.0,8.0,10.0
22000585,0,1610612754,50,9,14,12,6,4,0.0,16.0,5.0,20.0,1610612747,54,8,14,6,0.0,15.0,12.0,21.0
22000608,0,1610612744,40,8,20,4,6,5,0.0,22.0,5.0,29.0,1610612747,68,13,18,36,0.0,19.0,7.0,24.0
22000615,0,1610612750,64,6,16,7,12,11,0.0,12.0,7.0,15.0,1610612747,70,10,15,18,1.0,14.0,6.0,18.0
22000630,0,1610612766,60,8,12,3,5,5,0.0,19.0,5.0,14.0,1610612747,52,13,11,18,0.0,11.0,6.0,18.0
22000640,0,1610612737,46,17,2,14,5,10,0.0,8.0,4.0,5.0,1610612747,40,8,9,4,0.0,16.0,8.0,14.0
22000651,0,1610612756,52,12,6,18,0,1,1.0,11.0,7.0,11.0,1610612747,46,8,17,0,0.0,11.0,10.0,10.0
22000663,0,1610612740,62,16,18,30,5,4,1.0,14.0,6.0,15.0,1610612747,32,13,10,5,0.0,13.0,10.0,14.0
22000681,0,1610612747,48,8,12,5,7,9,2.0,22.0,15.0,24.0,1610612755,38,7,12,18,1.0,21.0,5.0,22.0
22000693,0,1610612739,42,9,7,10,6,8,0.0,21.0,10.0,21.0,1610612747,58,9,13,19,0.0,23.0,13.0,19.0
22000706,0,1610612747,40,7,9,13,17,10,0.0,12.0,5.0,9.0,1610612753,42,14,14,5,1.0,11.0,3.0,20.0
22000729,0,1610612749,44,6,7,20,6,4,1.0,22.0,7.0,24.0,1610612747,38,20,9,10,0.0,22.0,9.0,27.0
22000746,0,1610612758,44,5,7,2,1,2,1.0,15.0,6.0,24.0,1610612747,44,10,20,27,0.0,17.0,10.0,11.0
22000756,0,1610612746,34,9,10,24,0,0,1.0,20.0,4.0,12.0,1610612747,40,6,8,0,1.0,19.0,9.0,15.0
22000772,0,1610612747,34,15,10,34,2,1,1.0,22.0,10.0,21.0,1610612761,52,23,12,2,0.0,12.0,8.0,11.0
22000784,0,1610612748,36,4,13,11,2,7,1.0,21.0,6.0,25.0,1610612747,34,11,6,4,0.0,22.0,8.0,33.0
22000800,0,1610612747,48,20,12,28,2,3,1.0,15.0,8.0,13.0,1610612751,60,12,16,4,0.0,19.0,5.0,25.0
22000815,0,1610612747,38,10,11,4,9,7,1.0,25.0,14.0,29.0,1610612752,54,20,4,17,0.0,15.0,7.0,18.0
22000825,0,1610612766,50,18,11,9,8,3,2.0,18.0,11.0,26.0,1610612747,32,9,2,11,0.0,11.0,8.0,20.0
22000842,0,1610612738,56,11,10,27,0,0,0.0,21.0,8.0,26.0,1610612747,50,11,7,0,0.0,8.0,7.0,9.0
22000855,0,1610612762,38,7,2,5,25,11,1.0,16.0,12.0,12.0,1610612747,64,13,9,14,1.0,15.0,6.0,11.0
22000875,0,1610612747,36,11,13,0,0,0,0.0,10.0,9.0,15.0,1610612762,52,0,17,25,0.0,17.0,3.0,15.0
22000897,0,1610612747,52,22,13,8,8,5,0.0,16.0,6.0,17.0,1610612742,56,12,13,13,0.0,12.0,13.0,11.0
22000908,0,1610612742,44,13,2,15,3,5,2.0,18.0,5.0,19.0,1610612747,34,11,11,17,0.0,9.0,11.0,17.0
22000935,0,1610612764,62,8,15,19,3,5,1.0,14.0,11.0,9.0,1610612747,54,9,8,6,0.0,10.0,8.0,9.0
22000956,0,1610612758,44,14,19,15,9,6,0.0,17.0,8.0,20.0,1610612747,66,18,12,11,0.0,21.0,8.0,24.0
22000982,0,1610612743,48,6,11,6,11,5,1.0,13.0,7.0,14.0,1610612747,34,14,7,14,0.0,20.0,8.0,20.0
22001002,0,1610612746,48,13,16,25,1,1,0.0,22.0,10.0,30.0,1610612747,38,11,11,2,1.0,11.0,12.0,18.0
22001010,0,1610612757,40,6,7,14,6,2,1.0,9.0,8.0,12.0,1610612747,38,16,19,3,0.0,14.0,9.0,17.0
22001024,0,1610612756,50,7,13,0,0,0,0.0,15.0,6.0,15.0,1610612747,44,17,2,23,1.0,14.0,9.0,8.0
22001061,0,1610612754,60,9,28,2,4,1,0.0,13.0,6.0,16.0,1610612747,50,15,19,14,0.0,13.0,12.0,17.0
22001072,0,1610612747,62,7,12,15,0,0,1.0,10.0,10.0,9.0,1610612740,54,12,15,0,0.0,21.0,5.0,23.0
12000004,0,1610612746,28,8,13,8,14,7,2.0,27.0,12.0,31.0,1610612747,34,15,8,6,1.0,18.0,6.0,20.0
12000018,0,1610612747,42,16,19,28,0,1,0.0,13.0,12.0,8.0,1610612746,46,15,12,0,0.0,11.0,6.0,16.0
42000151,0,1610612747,44,10,9,5,5,5,0.0,14.0,15.0,12.0,1610612756,52,21,16,16,2.0,16.0,7.0,18.0
42000152,0,1610612747,42,11,15,15,8,7,2.0,9.0,11.0,5.0,1610612756,40,9,4,4,0.0,13.0,7.0,21.0
42000153,0,1610612747,58,20,13,21,9,8,0.0,20.0,10.0,24.0,1610612756,38,10,18,4,1.0,18.0,7.0,20.0
42000154,0,1610612747,36,7,13,11,14,6,1.0,16.0,8.0,19.0,1610612756,44,8,16,18,0.0,10.0,1.0,12.0
42000155,0,1610612756,44,11,11,36,1,1,0.0,4.0,12.0,2.0,1610612747,32,10,11,5,1.0,17.0,8.0,23.0
42000156,0,1610612756,26,6,13,29,0,0,2.0,14.0,5.0,12.0,1610612747,56,27,12,0,0.0,7.0,10.0,11.0
22100002,0,1610612744,46,10,10,12,7,5,0.0,17.0,9.0,19.0,1610612747,34,6,20,10,1.0,18.0,13.0,20.0
22100025,0,1610612747,26,11,5,7,6,4,0.0,16.0,8.0,15.0,1610612756,52,5,5,32,1.0,12.0,9.0,19.0
22100040,0,1610612763,62,32,11,10,13,7,0.0,17.0,8.0,20.0,1610612747,52,9,15,12,0.0,17.0,11.0,20.0
22100053,0,1610612759,64,15,29,12,24,8,1.0,16.0,5.0,14.0,1610612747,72,12,16,8,0.0,13.0,10.0,17.0
22100061,0,1610612760,54,7,4,8,1,1,1.0,16.0,10.0,14.0,1610612747,54,13,7,26,0.0,17.0,6.0,27.0
22100077,0,1610612747,60,18,13,15,8,9,2.0,22.0,8.0,20.0,1610612739,44,17,12,11,0.0,15.0,10.0,20.0
22100107,0,1610612745,60,13,8,11,13,8,1.0,25.0,8.0,26.0,1610612747,78,16,23,8,0.0,17.0,10.0,16.0
22100138,0,1610612757,34,24,17,34,0,1,1.0,12.0,9.0,12.0,1610612747,38,13,14,0,0.0,19.0,9.0,19.0
22100154,0,1610612766,56,11,24,8,24,13,0.0,18.0,4.0,33.0,1610612747,48,7,21,14,0.0,15.0,8.0,6.0
22100170,0,1610612747,38,6,10,8,33,14,1.0,23.0,10.0,20.0,1610612748,50,16,12,9,0.0,14.0,9.0,14.0
22100184,0,1610612750,56,19,6,33,6,3,0.0,16.0,8.0,15.0,1610612747,32,10,10,11,1.0,20.0,5.0,23.0
22100192,0,1610612759,38,18,16,2,8,8,0.0,15.0,7.0,19.0,1610612747,42,7,19,14,2.0,16.0,3.0,15.0
22100209,0,1610612741,54,0,20,28,3,3,1.0,17.0,4.0,20.0,1610612747,40,8,12,3,2.0,19.0,9.0,19.0
22100219,0,1610612747,44,7,16,10,15,6,0.0,13.0,7.0,12.0,1610612749,50,13,15,12,0.0,15.0,5.0,18.0
22100232,0,1610612738,56,15,8,25,7,4,2.0,14.0,13.0,19.0,1610612747,36,13,15,14,0.0,12.0,5.0,15.0
22100249,0,1610612747,56,13,15,6,4,12,0.0,13.0,9.0,22.0,1610612765,50,15,19,17,0.0,11.0,13.0,9.0
22100264,0,1610612752,36,13,4,25,0,2,3.0,17.0,4.0,17.0,1610612747,36,8,13,0,0.0,12.0,9.0,22.0
22100291,0,1610612758,60,23,13,7,23,19,2.0,15.0,18.0,18.0,1610612747,62,13,21,13,0.0,19.0,10.0,22.0
22100304,0,1610612747,58,4,19,19,18,8,0.0,12.0,6.0,2.0,1610612765,40,6,21,6,0.0,17.0,5.0,19.0
22100318,0,1610612758,52,12,23,14,3,4,1.0,20.0,5.0,24.0,1610612747,62,17,15,27,1.0,15.0,10.0,14.0
22100341,0,1610612746,36,12,8,12,0,3,1.0,10.0,9.0,10.0,1610612747,54,16,7,0,1.0,12.0,10.0,14.0
22100365,0,1610612747,66,18,17,20,11,7,2.0,16.0,12.0,25.0,1610612738,42,6,16,8,0.0,13.0,7.0,17.0
22100380,0,1610612747,44,1,24,9,10,8,0.0,22.0,9.0,27.0,1610612763,46,17,19,16,2.0,13.0,6.0,21.0
22100389,0,1610612760,54,14,8,2,3,3,0.0,15.0,4.0,19.0,1610612747,40,19,6,29,0.0,16.0,12.0,15.0
22100420,0,1610612742,40,8,14,7,19,12,0.0,11.0,12.0,10.0,1610612747,34,5,15,12,0.0,14.0,8.0,13.0
22100436,0,1610612747,32,4,19,2,1,1,0.0,18.0,15.0,18.0,1610612750,48,23,13,26,0.0,15.0,10.0,10.0
22100469,0,1610612747,44,9,15,10,3,4,1.0,15.0,10.0,22.0,1610612756,52,7,20,22,0.0,16.0,4.0,6.0
22100487,0,1610612747,68,19,12,2,4,3,0.0,14.0,14.0,21.0,1610612759,50,13,10,28,0.0,6.0,5.0,10.0
22100491,0,1610612751,56,7,11,23,3,6,2.0,12.0,8.0,17.0,1610612747,54,20,21,2,1.0,14.0,14.0,17.0
22100511,0,1610612747,56,10,16,11,9,15,0.0,12.0,7.0,18.0,1610612745,56,8,16,4,0.0,14.0,11.0,13.0
22100520,0,1610612763,46,19,12,7,2,1,1.0,13.0,9.0,14.0,1610612747,36,8,15,14,0.0,18.0,13.0,21.0
22100538,0,1610612747,50,2,16,35,0,0,0.0,7.0,4.0,11.0,1610612757,42,27,18,0,0.0,9.0,8.0,11.0
22100566,0,1610612747,62,18,7,8,23,12,0.0,5.0,7.0,10.0,1610612758,46,11,6,7,0.0,18.0,5.0,21.0
22100589,0,1610612747,54,4,24,21,2,0,0.0,8.0,5.0,13.0,1610612737,56,13,10,1,0.0,15.0,8.0,28.0
22100606,0,1610612763,62,17,25,29,5,6,2.0,14.0,10.0,11.0,1610612747,56,18,10,4,0.0,12.0,7.0,19.0
22100626,0,1610612747,42,22,15,14,7,8,0.0,9.0,9.0,17.0,1610612758,70,12,23,13,1.0,13.0,8.0,20.0
22100649,0,1610612747,50,7,9,3,4,6,1.0,11.0,1.0,12.0,1610612743,44,15,23,42,0.0,6.0,3.0,7.0
22100665,0,1610612747,44,7,19,11,14,9,1.0,13.0,10.0,13.0,1610612762,36,6,8,10,1.0,16.0,13.0,13.0
22100680,0,1610612747,46,22,11,15,5,4,0.0,11.0,12.0,8.0,1610612754,62,13,13,11,1.0,13.0,4.0,10.0
22100685,0,1610612747,46,9,19,17,12,13,1.0,19.0,8.0,21.0,1610612753,48,5,11,10,1.0,18.0,11.0,25.0
22100700,0,1610612748,44,2,11,26,2,1,1.0,16.0,4.0,15.0,1610612747,40,14,16,2,1.0,18.0,11.0,20.0
22100718,0,1610612747,46,8,27,15,8,4,2.0,10.0,9.0,14.0,1610612751,52,19,9,4,1.0,19.0,9.0,19.0
22100733,0,1610612755,48,4,12,22,5,3,1.0,15.0,13.0,14.0,1610612747,48,12,14,3,2.0,19.0,4.0,18.0
22100735,0,1610612747,38,14,7,0,0,1,1.0,7.0,10.0,7.0,1610612766,58,12,17,20,1.0,12.0,6.0,17.0
22100751,0,1610612747,50,4,13,11,16,9,1.0,13.0,8.0,11.0,1610612737,62,6,18,8,0.0,12.0,6.0,19.0
22100781,0,1610612747,32,10,11,13,4,4,1.0,17.0,9.0,24.0,1610612757,40,15,16,6,1.0,13.0,11.0,1.0
22100799,0,1610612752,48,12,25,21,5,5,0.0,14.0,14.0,18.0,1610612747,72,21,17,9,0.0,13.0,7.0,20.0
22100822,0,1610612747,64,17,9,2,8,2,0.0,16.0,8.0,25.0,1610612749,64,17,15,30,1.0,12.0,14.0,11.0
22100854,0,1610612747,56,10,17,6,8,7,1.0,9.0,7.0,12.0,1610612744,46,21,17,15,0.0,9.0,12.0,8.0
22100884,0,1610612762,46,12,13,14,4,6,0.0,13.0,6.0,14.0,1610612747,52,16,16,11,1.0,12.0,7.0,12.0
22100919,0,1610612740,56,12,26,32,4,2,0.0,15.0,7.0,22.0,1610612747,52,12,12,4,0.0,23.0,9.0,25.0
22100931,0,1610612742,60,19,17,21,7,9,1.0,14.0,10.0,12.0,1610612747,42,8,17,6,0.0,12.0,8.0,14.0
22100945,0,1610612746,52,19,19,30,2,3,2.0,12.0,4.0,15.0,1610612747,54,14,27,6,0.0,14.0,6.0,24.0
22100959,0,1610612747,48,21,18,14,9,9,3.0,20.0,8.0,22.0,1610612744,54,19,23,14,0.0,16.0,8.0,22.0
22100985,0,1610612745,62,19,14,12,13,9,4.0,20.0,5.0,19.0,1610612747,52,15,16,8,0.0,16.0,10.0,16.0
22101004,0,1610612764,52,19,18,9,9,8,1.0,11.0,11.0,13.0,1610612747,56,10,15,18,2.0,9.0,10.0,9.0
22101019,0,1610612756,76,19,28,35,2,2,2.0,11.0,0.0,15.0,1610612747,36,13,11,4,0.0,19.0,11.0,26.0
22101028,0,1610612747,36,9,19,0,0,0,0.0,13.0,9.0,14.0,1610612761,54,17,20,28,1.0,13.0,11.0,16.0
22101039,0,1610612750,42,17,16,25,0,1,1.0,17.0,12.0,17.0,1610612747,50,15,17,0,0.0,14.0,14.0,11.0
22101061,0,1610612747,58,12,10,16,7,4,3.0,15.0,6.0,19.0,1610612764,40,7,13,8,1.0,8.0,7.0,11.0
22101072,0,1610612747,64,10,22,13,8,5,0.0,8.0,6.0,8.0,1610612739,52,11,20,14,0.0,12.0,3.0,18.0
22101093,0,1610612747,66,22,11,7,4,6,0.0,12.0,8.0,15.0,1610612755,60,7,13,14,0.0,7.0,7.0,14.0
22101119,0,1610612747,52,12,13,23,3,3,0.0,15.0,6.0,21.0,1610612740,52,14,13,8,0.0,7.0,10.0,11.0
22101134,0,1610612747,46,20,2,0,0,0,0.0,9.0,2.0,11.0,1610612742,46,14,12,37,1.0,8.0,4.0,9.0
22101150,0,1610612762,56,20,14,18,0,1,0.0,8.0,12.0,16.0,1610612747,54,19,2,0,0.0,11.0,10.0,14.0
22101160,0,1610612740,44,6,16,5,13,15,2.0,15.0,6.0,17.0,1610612747,46,6,17,6,2.0,17.0,11.0,18.0
22101168,0,1610612743,60,8,13,11,19,6,0.0,12.0,2.0,15.0,1610612747,68,8,18,9,1.0,13.0,11.0,18.0
22101189,0,1610612756,56,14,21,26,6,5,0.0,14.0,1.0,20.0,1610612747,46,9,14,8,0.0,16.0,8.0,24.0
22101202,0,1610612744,58,13,10,18,15,6,0.0,15.0,3.0,22.0,1610612747,46,11,22,9,1.0,19.0,11.0,21.0
22101211,0,1610612760,64,13,5,7,16,9,0.0,14.0,4.0,17.0,1610612747,58,12,21,21,1.0,10.0,10.0,11.0
22101220,0,1610612743,54,8,21,17,17,10,0.0,14.0,11.0,16.0,1610612747,52,16,21,8,0.0,13.0,8.0,21.0
12100001,0,1610612747,36,12,13,3,1,1,0.0,16.0,12.0,21.0,1610612751,52,23,11,30,0.0,16.0,15.0,25.0
12100031,0,1610612747,44,22,5,7,6,1,0.0,27.0,15.0,32.0,1610612744,42,8,18,22,0.0,15.0,6.0,11.0
12100038,0,1610612747,30,14,17,2,2,4,0.0,23.0,8.0,32.0,1610612756,58,19,10,31,1.0,21.0,5.0,16.0
12100058,0,1610612747,62,19,17,8,7,7,1.0,16.0,9.0,20.0,1610612758,40,17,15,14,0.0,11.0,9.0,18.0
22200002,0,1610612747,60,4,27,2,1,2,1.0,22.0,10.0,27.0,1610612744,38,10,17,27,0.0,18.0,14.0,17.0
22200016,0,1610612746,36,14,16,16,7,9,1.0,23.0,15.0,21.0,1610612747,40,8,15,3,0.0,10.0,8.0,10.0
22200037,0,1610612747,66,10,19,8,7,5,0.0,13.0,7.0,19.0,1610612757,38,14,15,12,0.0,19.0,8.0,17.0
22200064,0,1610612743,60,15,35,18,7,6,0.0,11.0,4.0,14.0,1610612747,56,8,18,2,0.0,14.0,4.0,18.0
22200076,0,1610612747,56,12,16,3,6,4,0.0,22.0,12.0,25.0,1610612750,46,8,22,10,0.0,10.0,10.0,9.0
22200095,0,1610612747,48,25,14,13,5,7,1.0,9.0,8.0,6.0,1610612743,44,18,9,10,0.0,9.0,7.0,11.0
22200117,0,1610612747,66,16,20,16,15,12,1.0,18.0,4.0,19.0,1610612740,64,12,17,7,1.0,14.0,6.0,22.0
22200131,0,1610612762,64,25,12,16,5,3,0.0,8.0,4.0,13.0,1610612747,56,14,25,5,0.0,11.0,6.0,17.0
22200140,0,1610612739,48,18,15,17,3,3,2.0,14.0,9.0,9.0,1610612747,56,16,16,12,1.0,17.0,7.0,21.0
22200157,0,1610612747,52,9,11,5,7,2,0.0,16.0,7.0,21.0,1610612762,58,19,20,25,1.0,15.0,11.0,21.0
22200170,0,1610612746,38,5,9,17,2,3,0.0,15.0,8.0,20.0,1610612747,52,7,20,4,1.0,16.0,8.0,19.0
22200198,0,1610612747,56,15,4,18,0,1,0.0,9.0,8.0,10.0,1610612751,48,8,14,0,1.0,13.0,7.0,14.0
22200234,0,1610612765,50,19,18,14,17,12,0.0,11.0,12.0,9.0,1610612747,66,14,11,14,0.0,16.0,4.0,22.0
22200247,0,1610612747,60,6,15,34,1,2,0.0,15.0,9.0,18.0,1610612759,58,15,15,2,0.0,10.0,7.0,11.0
22200259,0,1610612747,52,9,11,4,7,7,0.0,17.0,11.0,16.0,1610612756,42,8,16,14,0.0,15.0,6.0,11.0
22200282,0,1610612759,56,19,14,0,0,0,0.0,16.0,6.0,20.0,1610612747,58,14,24,20,1.0,22.0,7.0,21.0
22200288,0,1610612759,66,25,39,11,11,7,0.0,10.0,4.0,10.0,1610612747,44,9,20,16,0.0,17.0,7.0,24.0
22200324,0,1610612757,64,11,12,11,9,5,2.0,12.0,6.0,10.0,1610612747,64,27,14,19,1.0,8.0,10.0,10.0
22200331,0,1610612747,70,14,12,14,11,7,0.0,4.0,8.0,4.0,1610612749,54,14,14,6,1.0,10.0,3.0,12.0
22200349,0,1610612747,72,11,15,29,2,2,0.0,15.0,6.0,20.0,1610612764,62,11,10,5,0.0,10.0,9.0,13.0
22200366,0,1610612747,52,17,23,0,0,0,0.0,15.0,7.0,22.0,1610612761,58,24,28,27,0.0,11.0,9.0,13.0
22200396,0,1610612765,40,10,13,1,1,2,0.0,12.0,9.0,13.0,1610612747,52,6,13,14,0.0,11.0,6.0,12.0
22200413,0,1610612738,46,13,16,20,4,2,0.0,14.0,10.0,23.0,1610612747,68,8,26,13,1.0,12.0,10.0,25.0
22200437,0,1610612747,64,18,28,22,13,11,1.0,15.0,7.0,22.0,1610612743,56,6,20,12,0.0,19.0,7.0,28.0
22200451,0,1610612747,66,10,21,14,14,8,0.0,9.0,9.0,9.0,1610612764,58,14,14,8,0.0,10.0,8.0,10.0
22200475,0,1610612758,58,18,11,23,15,9,0.0,12.0,11.0,16.0,1610612747,50,7,15,5,0.0,15.0,5.0,12.0
22200492,0,1610612766,62,14,29,16,4,4,0.0,16.0,6.0,11.0,1610612747,50,18,10,9,0.0,17.0,8.0,32.0
22200494,0,1610612747,42,9,18,14,1,1,2.0,10.0,10.0,15.0,1610612742,44,11,4,21,0.0,11.0,9.0,13.0
22200518,0,1610612747,40,9,6,3,11,9,2.0,26.0,8.0,31.0,1610612748,52,19,6,22,1.0,6.0,6.0,2.0
22200551,0,1610612747,56,4,19,24,1,1,1.0,15.0,8.0,10.0,1610612766,54,6,17,2,0.0,14.0,9.0,15.0
22200574,0,1610612747,60,14,9,13,18,10,0.0,17.0,10.0,23.0,1610612748,66,28,12,6,0.0,13.0,10.0,11.0
22200590,0,1610612737,50,12,12,0,0,0,0.0,12.0,7.0,11.0,1610612747,66,13,26,26,2.0,18.0,6.0,20.0
22200595,0,1610612747,70,12,8,9,18,20,0.0,17.0,5.0,28.0,1610612758,48,17,7,8,0.0,14.0,9.0,19.0
22200609,0,1610612747,52,11,11,3,4,5,1.0,14.0,7.0,23.0,1610612743,52,20,21,20,0.0,17.0,7.0,15.0
22200630,0,1610612742,60,4,8,19,9,10,3.0,19.0,13.0,18.0,1610612747,64,23,18,3,1.0,10.0,11.0,7.0
22200655,0,1610612755,52,6,5,8,23,18,1.0,10.0,8.0,13.0,1610612747,70,8,18,5,2.0,11.0,4.0,8.0
22200664,0,1610612747,60,15,27,16,4,5,0.0,2.0,7.0,4.0,1610612745,72,21,7,2,0.0,8.0,12.0,12.0
22200705,0,1610612757,38,16,17,25,4,3,1.0,12.0,4.0,15.0,1610612747,62,15,21,14,1.0,13.0,7.0,19.0
22200719,0,1610612746,50,7,11,23,0,0,3.0,15.0,4.0,16.0,1610612747,50,17,11,0,1.0,7.0,15.0,13.0
22200729,0,1610612747,48,15,29,14,11,5,1.0,20.0,13.0,17.0,1610612759,58,18,25,10,0.0,14.0,8.0,10.0
22200749,0,1610612747,62,24,16,11,19,15,0.0,12.0,13.0,17.0,1610612738,44,11,22,9,0.0,12.0,7.0,13.0
22200757,0,1610612747,38,17,6,7,6,3,0.0,14.0,14.0,21.0,1610612751,42,10,17,19,2.0,11.0,5.0,11.0
22200765,0,1610612752,62,15,8,8,15,14,0.0,9.0,8.0,11.0,1610612747,54,8,9,10,0.0,14.0,15.0,22.0
22200798,0,1610612740,62,16,12,7,3,8,1.0,11.0,6.0,12.0,1610612747,58,12,23,12,0.0,9.0,9.0,14.0
22200821,0,1610612747,62,10,23,5,19,9,1.0,21.0,8.0,27.0,1610612760,52,9,22,15,1.0,13.0,5.0,18.0
22200853,0,1610612747,50,16,13,7,11,14,1.0,16.0,8.0,21.0,1610612744,44,9,18,8,1.0,16.0,8.0,11.0
22200882,0,1610612740,48,14,6,0,0,0,0.0,15.0,7.0,20.0,1610612747,56,14,19,20,1.0,11.0,10.0,8.0
22200913,0,1610612742,32,10,19,27,15,6,1.0,17.0,7.0,20.0,1610612747,62,18,24,4,1.0,11.0,9.0,9.0
22200927,0,1610612763,86,12,33,14,14,20,1.0,7.0,10.0,9.0,1610612747,48,13,15,6,0.0,26.0,3.0,41.0
22200955,0,1610612750,56,8,26,14,8,4,1.0,14.0,9.0,12.0,1610612747,44,12,10,7,0.0,15.0,10.0,18.0
22200964,0,1610612744,26,7,16,3,1,2,1.0,13.0,11.0,16.0,1610612747,40,12,7,20,2.0,9.0,16.0,9.0
22200984,0,1610612763,50,10,13,6,15,13,0.0,7.0,6.0,15.0,1610612747,52,8,20,9,2.0,15.0,11.0,14.0
