game_date_est,game_sequence,game_id,team_id_home,team_abbreviation_home,team_city_name_home,team_nickname_home,team_wins_losses_home,pts_qtr1_home,pts_qtr2_home,pts_qtr3_home,pts_qtr4_home,pts_ot1_home,pts_ot2_home,pts_ot3_home,pts_ot4_home,pts_ot5_home,pts_ot6_home,pts_ot7_home,pts_ot8_home,pts_ot9_home,pts_ot10_home,pts_home,team_id_away,team_abbreviation_away,team_city_name_away,team_nickname_away,team_wins_losses_away,pts_qtr1_away,pts_qtr2_away,pts_qtr3_away,pts_qtr4_away,pts_ot1_away,pts_ot2_away,pts_ot3_away,pts_ot4_away,pts_ot5_away,pts_ot6_away,pts_ot7_away,pts_ot8_away,pts_ot9_away,pts_ot10_away,pts_away
2021-01-25 00:00:00,5.0,22000261,1610612747,LAL,Los Angeles,Lakers,14-4,34.0,31.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,1610612739,CLE,Cleveland,Cavaliers,8-9,23.0,35.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
2021-01-27 00:00:00,6.0,22000276,1610612747,LAL,Los Angeles,Lakers,14-5,24.0,27.0,23.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,1610612755,PHI,Philadelphia,76ers,13-6,34.0,21.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
2021-01-28 00:00:00,2.0,22000284,1610612765,DET,Detroit,Pistons,5-14,34.0,22.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,1610612747,LAL,Los Angeles,Lakers,14-6,31.0,27.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
2021-01-30 00:00:00,5.0,22000302,1610612738,BOS,Boston,Celtics,10-8,24.0,25.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1610612747,LAL,Los Angeles,Lakers,15-6,28.0,24.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
2021-02-01 00:00:00,1.0,22000313,1610612737,ATL,Atlanta,Hawks,10-10,25.0,21.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1610612747,LAL,Los Angeles,Lakers,16-6,28.0,22.0,25.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
2021-02-04 00:00:00,5.0,22000341,1610612747,LAL,Los Angeles,Lakers,17-6,27.0,19.0,37.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1610612743,DEN,Denver,Nuggets,12-9,30.0,28.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
2021-02-06 00:00:00,11.0,22000361,1610612747,LAL,Los Angeles,Lakers,18-6,27.0,36.0,25.0,18.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,1610612765,DET,Detroit,Pistons,5-18,29.0,25.0,24.0,28.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
2021-02-10 00:00:00,9.0,22000390,1610612747,LAL,Los Angeles,Lakers,20-6,23.0,34.0,23.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1610612760,OKC,Oklahoma City,Thunder,10-14,37.0,30.0,17.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
2021-02-12 00:00:00,9.0,22000403,1610612763,MEM,Memphis,Grizzlies,10-11,31.0,28.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1610612747,LAL,Los Angeles,Lakers,21-6,16.0,30.0,41.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
2021-02-14 00:00:00,8.0,22000416,1610612743,DEN,Denver,Nuggets,15-11,33.0,40.0,30.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,1610612747,LAL,Los Angeles,Lakers,21-7,33.0,28.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
2021-02-16 00:00:00,5.0,22000431,1610612747,LAL,Los Angeles,Lakers,22-7,30.0,27.0,29.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1610612750,MIN,Minnesota,Timberwolves,7-21,27.0,29.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
2021-02-18 00:00:00,2.0,22000446,1610612747,LAL,Los Angeles,Lakers,22-8,24.0,29.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,1610612751,BKN,Brooklyn,Nets,19-12,31.0,33.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
2021-02-20 00:00:00,4.0,22000463,1610612748,MIA,Miami,Heat,13-17,36.0,23.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1610612747,LAL,Los Angeles,Lakers,22-9,23.0,29.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
2021-02-22 00:00:00,7.0,22000479,1610612747,LAL,Los Angeles,Lakers,22-10,33.0,30.0,23.0,29.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,1610612764,WAS,Washington,Wizards,11-17,23.0,26.0,31.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
2021-02-24 00:00:00,9.0,22000497,1610612747,LAL,Los Angeles,Lakers,22-11,23.0,24.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1610612762,UTA,Utah,Jazz,26-6,24.0,39.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
